ticket_id,ticket_text,predicted_category,retrieved_sources,draft_response,chunks_retrieved,latency_classify_s,latency_retrieve_s,latency_generate_s,latency_total_s,cost_classify_usd,cost_generate_usd,cost_total_usd,cost_total_idr,true_sop,true_category,priority,status,correct,error
TKT-2605-0116,Vendor guest access to Teams,out_of_scope,,"Thank you for contacting BSI IT Helpdesk. Your inquiry appears to be outside the scope of IT support services. Please direct your question to the appropriate department (HR, Finance, Facilities, etc.). If you believe this is an IT issue, please resubmit with more details about the technical problem.",0,12.377,0.0,0.0,12.377,4.61e-05,0.0,4.61e-05,0.7607,SOP-012,email_issue,Low,Closed,0,
TKT-2605-0117,Not receiving MFA prompt,mfa_reset,SOP-002 | SOP-003 | SOP-004,"Halo Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Mengenai kendala Anda yang tidak menerima prompt MFA (Multi-Factor Authentication), kami akan membantu melakukan reset token MFA agar Anda dapat melakukan proses autentikasi ulang.

Berikut langkah yang akan kami lakukan sesuai prosedur:

1. Melakukan verifikasi identitas Anda terlebih dahulu. Kami dapat melakukan verifikasi melalui salah satu metode berikut:
   - Panggilan video via Teams atau Zoom, mohon siapkan ID Card/Badge karyawan Mitsubishi untuk ditunjukkan.
   - Verifikasi melalui manajer Anda dengan menghubungi langsung atasan Anda di Teams.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi selesai, kami akan melakukan reset MFA melalui **Entra ID Admin Center** dengan langkah berikut:
   - Login ke https://entra.microsoft.com
   - Navigasi ke **Users** > **All users**, cari nama atau email Anda.
   - Pilih profil Anda, kemudian ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication**.
   - Hapus perangkat lama yang terdaftar.
   
3. Kami akan menginformasikan Anda untuk membuka browser dalam mode Incognito, mengakses portal.office.com, dan login menggunakan email serta password Anda. Setelah itu, Anda akan diminta untuk mengatur ulang Microsoft Authenticator dengan melakukan pairing ulang.

Mohon siapkan aplikasi Microsoft Authenticator di smartphone baru Anda untuk proses ini.

Jika Anda memerlukan bantuan lebih lanjut atau ada kendala saat proses reset, silakan balas tiket ini.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-002, SOP-003, SOP-004]",3,0.818,0.198,5.49,6.506,4.6e-05,0.0013452,0.0013912,22.9548,SOP-002,mfa_reset,High,In Progress,1,
TKT-2605-0118,SU53 authorization error ME21N,erp_sap,SOP-005 | SOP-004 | SOP-009,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait kendala otorisasi pada transaksi **ME21N** di SAP dengan error **SU53**.

Berikut langkah yang perlu dilakukan untuk penanganan awal:

1. Mohon jangan menutup layar SAP yang menampilkan error tersebut.
2. Ketik perintah `//SU53` pada command field di jendela SAP yang sama, lalu tekan Enter.
3. Layar akan menampilkan laporan **Authorization Failure**.
4. Silakan ambil screenshot layar penuh dari tampilan SU53 tersebut.
5. Lampirkan screenshot tersebut pada tiket ini sebagai dokumentasi.

Selanjutnya, kami akan memeriksa apakah Bapak/Ibu sudah melampirkan persetujuan (approval) dari Manager dan Business Process Owner (BPO) modul terkait (misal BPO Supply Chain untuk transaksi ME21N). Jika persetujuan belum ada, mohon untuk melampirkannya agar proses penambahan hak akses dapat dilanjutkan sesuai prosedur audit trail.

Setelah persetujuan lengkap, tiket akan kami teruskan ke tim **SAP_Security_Admin** untuk proses penambahan role atau otorisasi yang diperlukan.

Apabila ada kendala lain atau membutuhkan bantuan lebih lanjut, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-005, SOP-004, SOP-009]",3,1.208,0.33,4.145,5.683,4.63e-05,0.0011612,0.0012075,19.9238,SOP-005,erp_sap,Medium,Open,1,
TKT-2605-0119,Install MS Visio for project,software_request,SOP-009 | SOP-008 | SOP-012,"Yth. Bapak/Ibu,

Terima kasih atas permintaan instalasi **MS Visio** untuk keperluan proyek Anda. Berikut prosedur yang perlu dilakukan sesuai kebijakan IT Mitsubishi:

1. Karena **MS Visio** merupakan software berlisensi, Anda perlu membuat tiket ""Software Request"" terlebih dahulu.
2. Tim IT akan melakukan pengecekan ketersediaan lisensi di portal aset perangkat lunak.
3. Mohon lampirkan persetujuan dari Manajer Anda serta persetujuan penagihan silang (Cross-Charge) dari Departemen Keuangan jika lisensi harus dibeli baru.
4. Setelah disetujui, tiket akan diteruskan ke grup `IT_Endpoint_Management` untuk melakukan deployment software secara remote ke perangkat Anda.

Mohon untuk tidak melakukan instalasi secara mandiri karena karyawan tidak memiliki hak akses Local Administrator di perangkat.

Apabila Anda membutuhkan bantuan lebih lanjut atau informasi tambahan, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-012]",3,0.567,0.314,3.563,4.445,4.58e-05,0.0009216,0.0009674,15.9621,SOP-009,software_request,Low,Open,1,
TKT-2605-0120,Disable AD account for resigned user,offboarding,SOP-011 | SOP-010 | SOP-003,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Berikut adalah langkah-langkah untuk menonaktifkan akun Active Directory (AD) bagi karyawan yang telah mengundurkan diri sesuai prosedur offboarding standar:

1. Pada pukul 17:00 di hari kerja terakhir karyawan, buka **Active Directory Users and Computers (ADUC)**.
2. Cari akun pengguna yang bersangkutan.
3. Klik kanan pada akun tersebut, lalu pilih **Disable Account**.
4. Pindahkan objek user tersebut ke dalam **Organizational Unit (OU)**: `OU=Terminated Users,DC=mitsubishi,DC=local`.
5. Buka portal **Microsoft 365 Admin Center**, cari pengguna tersebut.
6. Klik **Block Sign-in** untuk memblokir akses masuk.
7. Konversi mailbox email pengguna menjadi **Shared Mailbox** agar data tetap tersimpan tanpa biaya tambahan.
8. Hapus penugasan lisensi Microsoft 365 agar lisensi dapat digunakan oleh karyawan lain.
9. Berikan delegasi akses (Full Access) ke Shared Mailbox kepada atasan atau manager pengguna selama periode retensi maksimal 30 hari.

Pastikan seluruh langkah ini dilakukan tepat waktu sesuai instruksi dari HR untuk menghindari risiko kebocoran data perusahaan.

Apabila ada kebutuhan penanganan khusus seperti immediate termination (kasus pelanggaran/fraud), mohon informasikan agar kami dapat melakukan tindakan sesuai prosedur khusus.

Jika Anda memerlukan bantuan lebih lanjut atau ada pertanyaan, silakan menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-011, SOP-010, SOP-003]",3,0.462,0.312,4.861,5.635,4.58e-05,0.0011808,0.0012266,20.2389,SOP-011,offboarding,High,Closed,1,
TKT-2605-0121,New phone MFA setup,mfa_reset,SOP-002 | SOP-003 | SOP-010,"Halo,

Terima kasih telah menghubungi IT Support BSI. Untuk pengaturan ulang MFA (Multi-Factor Authentication) pada ponsel baru Anda, berikut prosedur yang kami lakukan sesuai kebijakan keamanan:

1. Kami akan melakukan verifikasi identitas terlebih dahulu melalui salah satu metode berikut:
   - Panggilan video via Teams/Zoom untuk memastikan identitas Anda dengan menunjukkan ID Card/Badge karyawan Mitsubishi.
   - Verifikasi melalui atasan langsung Anda yang terdaftar di Workday/Active Directory.
   - Verifikasi data rahasia seperti NIK, tanggal lahir, dan departemen.

2. Setelah verifikasi berhasil, kami akan melakukan reset MFA di **Entra ID Admin Center** dengan langkah berikut:
   - Login ke https://entra.microsoft.com.
   - Navigasi ke **Users** > **All users** dan cari akun Anda.
   - Pilih profil Anda, kemudian masuk ke menu **Authentication methods**.
   - Klik **Require re-register multifactor authentication** dan hapus perangkat lama yang terdaftar.

3. Setelah reset, silakan buka browser dalam mode Incognito, akses portal.office.com, dan login menggunakan email serta password Anda. Anda akan diminta untuk mengatur ulang Microsoft Authenticator di ponsel baru Anda.

Mohon siapkan aplikasi Microsoft Authenticator di smartphone baru Anda untuk proses pairing ulang melalui scan QR Code.

Jika Anda memerlukan bantuan lebih lanjut atau mengalami kendala, jangan ragu untuk menghubungi kami kembali.

Terima kasih atas perhatian dan kerjasamanya.

Salam,  
Tim IT Support BSI

[Sumber SOP: SOP-002, SOP-003, SOP-010]",3,0.651,0.339,4.788,5.778,4.6e-05,0.0012212,0.0012672,20.9088,SOP-002,mfa_reset,Medium,Closed,1,
TKT-2605-0122,Printer offline Cikarang factory,hardware_request,SOP-007 | SOP-008 | SOP-009,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah printer offline di pabrik Cikarang. Berikut langkah-langkah yang dapat dilakukan untuk mengatasi masalah tersebut berdasarkan SOP kami:

1. Pastikan perangkat Anda terhubung ke jaringan kantor, baik melalui kabel LAN atau Corporate WiFi. Jika Anda sedang menggunakan VPN (WFH), pencetakan langsung ke kantor biasanya diblokir kecuali ada pengecualian IP.
2. Coba lakukan pemetaan ulang printer jaringan dengan cara:  
   - Tekan tombol **Windows + R** pada keyboard Anda.  
   - Ketik alamat print server lokal cabang Cikarang: `\\print-ckr.mitsubishi.local`  
   - Tekan Enter, kemudian cari nama printer yang sesuai dengan stiker fisik pada printer.  
   - Klik kanan pada printer tersebut dan pilih **Connect** untuk menghubungkan kembali.  
3. Jika dokumen yang dikirim tidak tercetak (print job stuck), lakukan pembatalan semua job di antrean printer pada komputer Anda.  
4. Bersihkan **Print Spooler** di PC Anda dengan langkah berikut:  
   - Buka **Command Prompt** sebagai Administrator.  
   - Ketik perintah: `net stop spooler` lalu tekan Enter.  
   - Hapus semua file yang ada di folder `C:\Windows\System32\spool\PRINTERS`.  
   - Ketik perintah: `net start spooler` lalu tekan Enter.  
5. Periksa status fisik printer, apakah ada masalah seperti kertas habis, paper jam, atau indikator tinta/toner merah pada layar LCD printer.  
6. Jika semua langkah di atas sudah dilakukan namun printer masih offline, kami akan eskalasikan masalah ini ke tim **IT Support Onsite (Level 2)** untuk pengecekan dan penanganan fisik langsung di lokasi.

Mohon informasikan jika Anda memerlukan bantuan lebih lanjut atau jika ada kendala lain yang ingin disampaikan.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-007, SOP-008, SOP-009]",3,0.753,0.318,6.44,7.511,4.58e-05,0.0013156,0.0013614,22.4631,SOP-007,hardware_request,Medium,Resolved,1,
TKT-2605-0123,Install MS Visio for project,software_request,SOP-009 | SOP-008 | SOP-012,"Yth. Bapak/Ibu,

Terima kasih atas permintaan instalasi **MS Visio** untuk kebutuhan proyek Anda. Berikut prosedur yang perlu dilakukan sesuai kebijakan IT kami:

1. Karena **MS Visio** merupakan software berlisensi, Anda perlu membuat tiket ""Software Request"" terlebih dahulu.
2. Tim Helpdesk akan melakukan pengecekan ketersediaan lisensi di portal aset perangkat lunak.
3. Mohon lampirkan persetujuan dari Manajer Anda serta persetujuan penagihan silang (Cross-Charge) dari Departemen Keuangan jika lisensi harus dibeli baru.
4. Setelah semua persetujuan lengkap dan disetujui, tiket akan diteruskan ke grup `IT_Endpoint_Management` untuk melakukan deployment software secara remote ke perangkat Anda.

Perlu kami informasikan bahwa instalasi software tidak dapat dilakukan secara mandiri karena kebijakan tanpa akses Local Administrator di perangkat karyawan.

Apabila ada pertanyaan lebih lanjut atau membutuhkan bantuan lain, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-009, SOP-008, SOP-012]",3,0.564,0.239,3.44,4.243,4.58e-05,0.0009376,0.0009834,16.2261,SOP-009,software_request,Low,Closed,1,
TKT-2605-0124,How to map floor 5 printer,hardware_request,SOP-007 | SOP-009 | SOP-008,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Berikut adalah langkah-langkah untuk melakukan mapping printer di lantai 5 sesuai prosedur yang berlaku:

1. Pastikan perangkat Anda terhubung ke jaringan kantor, baik melalui kabel LAN atau Corporate WiFi. Jika Anda sedang bekerja dari rumah (WFH) menggunakan VPN, umumnya pencetakan langsung ke kantor diblokir kecuali ada pengecualian IP.
2. Tekan tombol **Windows + R** pada keyboard Anda untuk membuka jendela Run.
3. Ketik alamat print server lokal sesuai lokasi cabang Anda. Contoh untuk Head Office Jakarta:  
   `\\print-jkt.mitsubishi.local`
4. Tekan Enter, maka akan muncul jendela Explorer yang berisi daftar printer jaringan.
5. Cari nama printer yang tertera pada stiker fisik printer di lantai 5, misalnya:  
   `PRT-JKT-FLOOR5-COLOR`
6. Klik kanan pada printer tersebut, lalu pilih **Connect**.
7. Driver printer akan terunduh dan terinstal secara otomatis di perangkat Anda.
8. Setelah itu, Anda dapat membuka **Control Panel** -> **Devices and Printers**, dan atur printer tersebut sebagai *Default Printer* jika diperlukan.

Apabila Anda mengalami kendala seperti dokumen yang tidak tercetak, silakan lakukan pembatalan semua job di antrean printer dan bersihkan print spooler dengan perintah berikut di Command Prompt yang dijalankan sebagai Administrator:  
- `net stop spooler`  
- Hapus file di folder `C:\Windows\System32\spool\PRINTERS`  
- `net start spooler`

Jika masalah masih berlanjut, mohon cek kondisi fisik printer (kertas, paper jam, tinta/toner). Untuk permasalahan fisik, tiket akan kami eskalasikan ke tim IT Support Onsite (Level 2).

Semoga panduan ini membantu. Jika ada pertanyaan atau kendala lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-007, SOP-009, SOP-008]",3,0.841,0.273,6.006,7.12,4.59e-05,0.0013368,0.0013827,22.8146,SOP-007,hardware_request,Low,Resolved,1,
TKT-2605-0125,Print job stuck in queue,hardware_request,SOP-007 | SOP-008 | SOP-009,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI. Terkait masalah print job yang tersangkut di antrean printer, berikut langkah-langkah yang dapat dilakukan untuk troubleshooting:

1. Silakan batalkan (cancel) semua job yang ada di antrean printer pada komputer Anda.
2. Bersihkan Print Spooler di PC Anda dengan cara berikut:
   - Buka **Command Prompt** sebagai Administrator.
   - Ketik perintah: `net stop spooler` lalu tekan Enter.
   - Hapus semua file yang ada di folder `C:\Windows\System32\spool\PRINTERS`.
   - Ketik perintah: `net start spooler` lalu tekan Enter.
3. Periksa status fisik printer, pastikan tidak ada masalah seperti kertas habis, paper jam, atau indikator tinta/toner yang menyala merah.
4. Jika masalah masih belum terselesaikan, kami akan eskalasikan ke tim **IT Support Onsite (Level 2)** untuk pengecekan langsung pada perangkat printer.

Apabila Anda membutuhkan bantuan lebih lanjut atau ada pertanyaan lain, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-007, SOP-008, SOP-009]",3,5.024,0.21,4.466,9.701,4.57e-05,0.0010384,0.0010841,17.8877,SOP-007,hardware_request,Low,In Progress,1,
TKT-2605-0126,Printer offline Cikarang factory,hardware_request,SOP-007 | SOP-008 | SOP-009,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah printer offline di pabrik Cikarang. Berikut langkah-langkah yang dapat dilakukan untuk mengatasi masalah tersebut berdasarkan SOP yang berlaku:

1. Pastikan perangkat Anda terhubung ke jaringan kantor, baik melalui kabel LAN maupun Corporate WiFi. Jika Anda sedang menggunakan VPN (WFH), pencetakan langsung ke kantor biasanya diblokir kecuali ada pengecualian IP.
2. Coba lakukan mapping ulang printer dengan cara:
   - Tekan tombol **Windows + R** pada keyboard.
   - Ketik alamat print server lokal cabang Cikarang: `\\print-ckr.mitsubishi.local`
   - Tekan Enter, maka akan muncul jendela Explorer berisi daftar printer.
   - Cari nama printer yang sesuai dengan stiker fisik pada printer tersebut.
   - Klik kanan pada printer dan pilih **Connect** untuk menghubungkan kembali.
3. Jika dokumen masih tidak tercetak, lakukan troubleshooting berikut:
   - Batalkan semua job yang ada di antrean printer pada komputer Anda.
   - Bersihkan print spooler dengan membuka **Command Prompt** sebagai Administrator, kemudian ketik perintah berikut secara berurutan:
     - `net stop spooler`
     - Hapus semua file di folder `C:\Windows\System32\spool\PRINTERS`
     - `net start spooler`
4. Periksa kondisi fisik printer secara langsung, seperti ketersediaan kertas, adanya kertas macet (paper jam), atau indikator tinta/toner yang merah.
5. Jika masalah masih berlanjut dan bukan disebabkan oleh pengaturan di komputer atau jaringan, tiket ini akan kami eskalasikan ke tim **IT Support Onsite (Level 2)** untuk pengecekan fisik lebih lanjut.

Apabila Anda membutuhkan bantuan lebih lanjut atau ada pertanyaan lain, silakan hubungi kami kembali.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-007, SOP-008, SOP-009]",3,0.71,0.212,6.053,6.974,4.58e-05,0.0012852,0.001331,21.9615,SOP-007,hardware_request,Medium,Resolved,1,
TKT-2605-0127,Immediate offboarding request,offboarding,SOP-011 | SOP-010 | SOP-008,"Yth. Bapak/Ibu,

Terima kasih atas pengajuan tiket offboarding dengan status *immediate termination*. Berikut adalah langkah-langkah yang akan kami lakukan sesuai prosedur SOP-011 untuk kasus offboarding segera:

1. Segera melakukan **Disable Account** di Active Directory Users and Computers (ADUC) tanpa menunggu jam kerja.
2. Memblokir akses **Sign-in** di portal Microsoft 365 Admin.
3. Jika terdapat perangkat laptop yang berisiko dibawa kabur, kami akan melakukan **Remote Wipe** melalui portal Intune.
4. Menutup seluruh akses VPN dan SAP dalam waktu maksimal 15 menit sesuai SLA.
5. Setelah langkah di atas selesai, kami akan menginformasikan kembali status terminasi akun.

Apabila terdapat kebutuhan khusus atau kendala selama proses, kami siap membantu lebih lanjut. Mohon konfirmasi apabila ada data tambahan dari HR atau Legal untuk percepatan proses.

Terima kasih atas perhatian dan kerjasamanya.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-011, SOP-010, SOP-008]",3,1.879,0.243,3.197,5.319,4.56e-05,0.0009324,0.000978,16.137,SOP-011,offboarding,High,Escalated,1,
TKT-2605-0128,MITSUBISHI-CORP wifi dropping,wifi_network,SOP-013 | SOP-001 | SOP-007,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah koneksi WiFi pada SSID **MITSUBISHI-CORP** yang sering terputus.

Berikut langkah-langkah yang dapat kami sarankan untuk mengatasi masalah tersebut:

1. Pastikan perangkat laptop yang digunakan adalah perangkat resmi dari perusahaan, karena penggunaan perangkat Bring Your Own Device (BYOD) tidak diperbolehkan pada SSID Corporate.

2. Jika laptop gagal terhubung dengan pesan error seperti *""Can't connect to this network""*, kemungkinan besar masalah disebabkan oleh sertifikat mesin (Machine Certificate) yang sudah kedaluwarsa atau hilang.

3. Untuk memeriksa dan memperbarui sertifikat tersebut, silakan lakukan langkah berikut:
   - Hubungkan laptop ke jaringan LAN menggunakan kabel jaringan.
   - Buka **Command Prompt** dan jalankan perintah:  
     `gpupdate /force`  
     untuk memaksa pembaruan grup kebijakan.
   - Buka aplikasi **certlm.msc** (Certificate Manager untuk Local Machine), kemudian masuk ke folder *Personal* -> *Certificates*.
   - Pastikan terdapat sertifikat dengan nama PC yang diterbitkan oleh **Mitsubishi Internal CA**.
   - Jika sertifikat tidak ditemukan, silakan lakukan permintaan auto-enrollment sertifikat atau segera hubungi tim **Level 2 Network** untuk bantuan lebih lanjut.

Apabila setelah melakukan langkah-langkah di atas masalah masih terjadi, kami sarankan untuk mengeskalasi tiket ini ke tim **Level 2 Network Security** dengan melampirkan informasi berikut: username pengguna, IP publik pengguna, log FortiClient dalam format .txt, dan timestamp kejadian.

Semoga informasi ini membantu. Jika Bapak/Ibu memerlukan bantuan lebih lanjut, jangan ragu untuk menghubungi kami kembali.

Salam hormat,  
IT Helpdesk BSI

[Sumber SOP: SOP-013, SOP-001, SOP-007]",3,0.525,0.21,5.007,5.742,4.62e-05,0.001208,0.0012542,20.6943,SOP-013,wifi_network,Medium,Open,1,
TKT-2605-0129,Missing SAP roles,erp_sap,SOP-005 | SOP-004 | SOP-010,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah **missing SAP roles**.

Berdasarkan prosedur yang berlaku, kami tidak diperkenankan langsung menambahkan role pada akun SAP tanpa melalui proses audit dan persetujuan yang sesuai. Berikut langkah yang perlu dilakukan:

1. Saat Anda mengalami kendala akses transaksi SAP (misal: tidak bisa akses menu tertentu), mohon untuk tidak menutup layar SAP Anda.
2. Ketik perintah **`//SU53`** di kotak perintah SAP pada jendela yang sama, lalu tekan Enter.
3. Ambil screenshot layar penuh dari laporan **Authorization Failure** yang muncul.
4. Lampirkan screenshot tersebut dalam tiket ini.
5. Mohon juga untuk melampirkan email persetujuan dari Manager Anda dan Business Process Owner (BPO) modul terkait (misal BPO Finance/HR/Supply Chain) untuk penambahan hak akses tersebut.

Setelah dokumen lengkap, kami akan meneruskan tiket Anda ke tim **SAP_Security_Admin** untuk proses selanjutnya.

Apabila Anda membutuhkan bantuan lain terkait SAP atau login SAP, silakan informasikan kepada kami.

Terima kasih atas perhatian dan kerjasamanya. Kami siap membantu apabila ada pertanyaan lebih lanjut.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-005, SOP-004, SOP-010]",3,0.6,0.321,6.034,6.954,4.59e-05,0.0011364,0.0011823,19.508,SOP-005,erp_sap,High,Escalated,1,
TKT-2605-0130,User locked by administrator in SAP,erp_sap,SOP-004 | SOP-005 | SOP-011,"Yth. Bapak/Ibu,

Terima kasih telah menghubungi IT Helpdesk BSI terkait masalah akun SAP yang di-lock oleh administrator.

Berdasarkan informasi yang Anda sampaikan, berikut prosedur yang dapat kami lakukan untuk membuka kembali akun SAP Anda:

1. Kami akan membuka aplikasi **SAP Logon** dan masuk ke sistem Production (misal: P01).
2. Jalankan T-Code **`SU01`**.
3. Masukkan SAP User ID Anda.
4. Klik ikon **Lock/Unlock** (gambar gembok) untuk memeriksa status akun.
5. Jika akun terkunci karena di-lock oleh administrator, kami akan melakukan **Unlock** akun tersebut.
6. Setelah akun terbuka, Anda dapat mencoba login kembali dengan password lama Anda.

Apabila Anda juga membutuhkan reset password SAP, kami dapat melakukan langkah berikut:

1. Jalankan T-Code **`SU01`**.
2. Masukkan SAP User ID Anda.
3. Klik ikon **Logon Data / Password** (gambar kunci).
4. Reset password ke *Initial Password* standar: `Init123456!`.
5. Simpan perubahan dengan klik **Save** (gambar disket).
6. Anda akan diminta mengganti password saat login berikutnya.

Jika terdapat kendala lain seperti akses ke sistem Development (D01) atau Quality (Q01), atau pesan error berbeda, maka tiket ini akan kami eskalasikan ke tim **SAP_Basis_L2**.

Silakan informasikan jika Anda membutuhkan bantuan lebih lanjut atau ada kendala lain terkait SAP.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-004, SOP-005, SOP-011]",3,0.576,0.212,5.523,6.31,4.62e-05,0.0012416,0.0012878,21.2487,SOP-004,erp_sap,Medium,In Progress,1,
TKT-2605-0131,AD Account locked out,password_reset,SOP-003 | SOP-004 | SOP-002,"Halo,

Terima kasih telah menghubungi IT Helpdesk BSI. Mengenai masalah akun Active Directory (AD) Anda yang terkunci, berikut langkah-langkah yang dapat kami lakukan untuk membantu:

1. Mohon pastikan terlebih dahulu apakah Anda sudah mencoba melakukan reset password secara mandiri melalui **Self-Service Password Reset (SSPR)** dengan mengakses https://passwordreset.microsoftonline.com/. Jika belum, silakan coba langkah ini terlebih dahulu dengan memasukkan email dan mengikuti proses verifikasi yang tersedia (SMS atau Microsoft Authenticator).

2. Jika SSPR tidak memungkinkan (misalnya MFA belum terdaftar atau nomor HP hilang), kami akan melakukan reset manual melalui **Active Directory Users and Computers (ADUC)**:
   - Kami akan mencari akun Anda pada OU terkait.
   - Melakukan reset password dengan format sementara: `Mitsu[Bulan][Tahun]!@#` (contoh: MitsuAgustus2026!@#).
   - Kami akan memastikan opsi **""User must change password at next logon""** dicentang.
   - Jika akun terkunci, kami juga akan mencentang opsi **""Unlock the user's account""**.
   - Password sementara akan kami sampaikan melalui jalur komunikasi aman seperti telepon atau chat ke atasan Anda (tidak melalui email pribadi kecuali ada persetujuan HR).

3. Setelah reset dan unlock akun AD selesai, silakan coba login kembali. Jika Anda mengalami kendala login pada aplikasi SAP GUI terkait akun terkunci, kami juga dapat membantu unlock akun SAP Anda menggunakan T-Code `SU01` di sistem Production:
   - Kami akan membuka SAP Logon, menjalankan `SU01`, dan melakukan unlock akun jika terkunci karena salah password.
   - Jika diperlukan, kami juga dapat melakukan reset password SAP ke password standar `Init123456!` dan menginformasikan Anda untuk mengganti password saat login berikutnya.

Jika permasalahan Anda terkait MFA (Multi-Factor Authentication) yang terkunci atau perlu reset, kami akan melakukan verifikasi identitas terlebih dahulu melalui panggilan video, verifikasi dengan manajer, atau data rahasia sebelum melakukan reset MFA di Entra ID.

Apabila Anda memerlukan bantuan lebih lanjut atau ada kendala lain, silakan balas tiket ini. Kami siap membantu.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-003, SOP-004, SOP-002]",3,0.859,0.198,6.002,7.059,4.56e-05,0.0015464,0.001592,26.268,SOP-003,password_reset,High,Resolved,1,
TKT-2605-0132,New hire onboarding setup,onboarding,SOP-010 | SOP-011 | SOP-008,"Yth. Tim HR dan Rekan Baru,

Terima kasih telah menghubungi IT Helpdesk terkait proses onboarding karyawan baru. Berikut adalah langkah-langkah yang akan kami lakukan sesuai prosedur SOP-010:

1. **Validasi Akun Active Directory (AD) dan Email:** Kami akan cek di ADUC apakah akun dengan format `Nama.Belakang` sudah terbentuk dan pastikan email `nama.belakang@mitsubishi.co.id` sudah aktif di Exchange.
2. **Assign Lisensi Microsoft 365:** Kami akan login ke Microsoft 365 Admin Center dan memastikan lisensi **Microsoft 365 E3** beserta paket tambahan sesuai peran sudah diberikan.
3. **Penambahan ke Grup:** Pengguna akan ditambahkan ke Distribution List (DL) departemen terkait dan grup Security folder berbagi di File Server.
4. **Koordinasi Perangkat:** Kami akan cek tiket aset terkait (SOP-008) untuk memastikan laptop sudah siap di meja karyawan baru atau siap di-pickup saat hari onboarding bersama HR.
5. **Komunikasi Kredensial Awal:** Kami akan mencetak ""Welcome Letter"" berisi panduan login, password sementara, dan panduan setting MFA, lalu menyerahkan amplop bersegel berisi kredensial tersebut kepada tim HR satu hari sebelum karyawan bergabung. Password awal tidak akan dikirim melalui email personal tanpa enkripsi demi keamanan.

Jika ada kebutuhan perangkat tambahan atau penggantian, kami akan meneruskan tiket ke tim IT Asset Management sesuai SOP-008.

Apabila ada pertanyaan lebih lanjut atau kendala selama proses onboarding, silakan hubungi kami kembali. Kami siap membantu.

Salam hormat,  
Tim IT Helpdesk BSI

[Sumber SOP: SOP-010, SOP-011, SOP-008]",3,7.976,0.204,5.272,13.452,4.56e-05,0.001158,0.0012036,19.8594,SOP-010,onboarding,Medium,Closed,1,
